No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
833,2013,4,4,16,63,66,16,61,1800,29,6,1004.4,4.2,0.9,NNW,0.9,Changping
834,2013,4,4,17,82,83,17,81,2200,13,6,1005,4.2,0.8,WNW,1.5,Changping
835,2013,4,4,18,82,83,17,81,2200,14,5.6,1005.5,4.1,1.5,NNW,0.9,Changping
836,2013,4,4,19,71,84,14,88,2299,2,5.6,1006.3,4.4,0.7,WNW,1,Changping
837,2013,4,4,20,72,84,15,84,2299,2,5.7,1006.7,4.7,0.7,NNW,0.7,Changping
838,2013,4,4,21,72,84,15,84,2200,5,5.8,1006.7,4.9,0.4,W,1.1,Changping
839,2013,4,4,22,84,86,12,81,2200,2,5.5,1007.2,4.6,1.4,NW,1.2,Changping
840,2013,4,4,23,83,84,12,67,2299,4,5.7,1007.4,4.7,0.2,SW,0.6,Changping
841,2013,4,5,0,83,84,12,67,2299,2,5.8,1007.7,4.8,0,W,0.1,Changping
842,2013,4,5,1,95,85,11,64,2299,2,6.1,1008.1,5.1,0.4,NE,0.4,Changping
843,2013,4,5,2,108,86,10,65,2299,2,6.3,1008.2,5.3,0.4,E,0.5,Changping
844,2013,4,5,3,108,75,10,65,2299,2,6.2,1007.8,5.3,0.8,ESE,0,Changping
845,2013,4,5,4,104,66,7,58,2200,2,5.9,1007.6,5.2,0.1,SW,0.8,Changping
846,2013,4,5,5,101,70,8,58,2399,2,5.7,1007.6,5,0,WSW,0,Changping
847,2013,4,5,6,101,77,8,58,2500,2,6,1007.7,5.3,0,ESE,0.6,Changping
848,2013,4,5,7,110,87,6,55,2399,2,6.7,1008.2,5.8,0,E,0.2,Changping
849,2013,4,5,8,97,110,8,50,2299,4,8,1008.7,6.8,0,NW,0.6,Changping
850,2013,4,5,9,146,110,15,55,2399,8,9.8,1009,6.3,0,S,0.8,Changping
851,2013,4,5,10,146,132,15,55,2600,7,11.5,1009.1,-2,0,NW,4.1,Changping
852,2013,4,5,11,157,31,26,66,900,37,12.1,1009.1,-3.3,0,NW,5.4,Changping
853,2013,4,5,12,14,25,14,20,500,59,12.7,1008.7,-4,0,NW,5.6,Changping
854,2013,4,5,13,14,25,14,20,500,67,12.3,1008.6,-3.5,0,NE,3.4,Changping
855,2013,4,5,14,18,21,8,15,500,73,11.7,1009,-4.5,0,NNW,5.6,Changping
856,2013,4,5,15,18,20,8,15,400,76,9.7,1009.6,-1.7,0,WNW,4.1,Changping
857,2013,4,5,16,5,22,5,16,400,72,10,1010.3,-6.8,0,NNE,5,Changping
858,2013,4,5,17,5,22,5,16,400,76,9.1,1011,-8.5,0,NE,2.7,Changping
859,2013,4,5,18,3,14,4,17,400,87,7.6,1012.6,-8.5,0,NNE,4.7,Changping
860,2013,4,5,19,8,24,3,8,400,90,7,1014.5,-9.9,0,N,2.1,Changping
861,2013,4,5,20,11,18,3,7,400,92,6.4,1015.3,-10.4,0,N,2.8,Changping
862,2013,4,5,21,11,18,3,7,400,88,6,1015.3,-10.3,0,ENE,1.1,Changping
863,2013,4,5,22,8,14,3,9,400,86,5.6,1015,-10.2,0,N,2.7,Changping
864,2013,4,5,23,6,8,3,8,400,82,5.2,1014.6,-9.8,0,N,1.9,Changping
865,2013,4,6,0,3,8,3,10,400,83,4.9,1014.2,-10.1,0,NNE,1.6,Changping
866,2013,4,6,1,3,9,3,7,400,81,3.7,1013.4,-9,0,N,2.3,Changping
867,2013,4,6,2,4,6,3,7,400,77,2.5,1012.6,-8.8,0,NNE,0.8,Changping
868,2013,4,6,3,3,6,3,9,400,73,1.9,1012.1,-8.2,0,N,1.3,Changping
869,2013,4,6,4,3,6,3,11,500,58,1.3,1011.8,-8.3,0,NNE,1.1,Changping
870,2013,4,6,5,3,9,6,19,500,52,2.3,1011.7,-9,0,NE,1.7,Changping
871,2013,4,6,6,11,13,9,23,600,44,3.9,1011.9,-9.2,0,N,1.1,Changping
872,2013,4,6,7,14,18,11,29,600,45,7,1011.6,-9.9,0,ESE,0.9,Changping
873,2013,4,6,8,11,22,14,29,600,57,8.7,1011.2,-8.4,0,NW,2,Changping
874,2013,4,6,9,17,22,14,22,500,67,9.4,1010.7,-9.2,0,WNW,3.8,Changping
875,2013,4,6,10,16,17,10,17,400,78,11,1009.8,-9.4,0,NNE,3.2,Changping
876,2013,4,6,11,12,21,9,14,400,84,11.6,1008,-10,0,NE,2,Changping
877,2013,4,6,12,6,16,9,13,400,83,13.1,1006.7,-12.2,0,NNW,1.8,Changping
878,2013,4,6,13,13,14,10,14,400,92,13.2,1005.4,-12.9,0,NE,3.9,Changping
879,2013,4,6,14,4,10,7,11,400,99,14.6,1004.3,-11.8,0,WNW,3.7,Changping
880,2013,4,6,15,8,9,3,7,400,99,15,1003.4,-12.3,0,SW,2.2,Changping
881,2013,4,6,16,5,9,3,9,400,98,15,1002.3,-13.3,0,ENE,1.3,Changping
882,2013,4,6,17,4,15,3,11,400,99,14.1,1001.8,-13.1,0,ESE,1.4,Changping
883,2013,4,6,18,14,18,5,11,400,97,12.3,1002,-10.1,0,ESE,2.5,Changping
884,2013,4,6,19,8,25,5,13,500,80,11,1002.6,-8.8,0,ESE,1.7,Changping
885,2013,4,6,20,19,41,5,26,700,48,10.4,1002.9,-8.8,0,E,1.8,Changping
886,2013,4,6,21,39,64,6,55,700,39,9.2,1002.8,-8.4,0,ESE,1,Changping
887,2013,4,6,22,39,64,6,55,700,43,7.5,1002.7,-7.4,0,E,0.8,Changping
888,2013,4,6,23,40,70,9,50,700,37,6.2,1002.6,-7.4,0,E,0,Changping
889,2013,4,7,0,42,70,11,54,800,26,5.4,1002,-6.8,0,NE,0.4,Changping
890,2013,4,7,1,43,74,10,62,600,45,4.8,1001.5,-6.2,0,ENE,0.1,Changping
891,2013,4,7,2,35,52,8,32,600,45,3.9,1001.1,-5.9,0,N,0,Changping
892,2013,4,7,3,36,48,8,32,NA,NA,3.8,1001.3,-6.5,0,E,0.4,Changping
893,2013,4,7,4,36,48,8,32,500,28,4.5,1001.6,-4.8,0,ESE,3.1,Changping
894,2013,4,7,5,38,64,9,66,1100,10,3.6,1002,-3.5,0,ESE,1.3,Changping
895,2013,4,7,6,58,102,11,66,2899,2,4.1,1002.3,-3.7,0,ESE,2.4,Changping
896,2013,4,7,7,90,143,24,77,2500,10,4.7,1002.5,-3.6,0,ESE,1,Changping
897,2013,4,7,8,78,115,34,67,2100,28,5.8,1002,-3.3,0,ESE,1.8,Changping
898,2013,4,7,9,69,97,56,53,1800,39,7.1,1001.4,-3.2,0,SSE,1.6,Changping
899,2013,4,7,10,66,96,62,48,NA,46.2672,8.4,1000.4,-3.2,0,SE,1.3,Changping
900,2013,4,7,11,3,102,60,47,NA,NA,10.1,999.4,-2.9,0,SE,2.1,Changping
901,2013,4,7,12,59,112,52,46,1600,63,10.9,998,-2.2,0,SSW,2.7,Changping
902,2013,4,7,13,89,112,47,44,1200,71,12.1,996.9,-1.5,0,ENE,1.2,Changping
903,2013,4,7,14,90,107,39,41,900,79,13.4,995.4,-1.4,0,WSW,1.3,Changping
904,2013,4,7,15,90,109,38,45,800,84,12.5,994.8,-0.8,0,N,1,Changping
905,2013,4,7,16,96,118,38,55,900,77,12.7,993.3,-2,0,SE,0.8,Changping
906,2013,4,7,17,109,114,40,62,1000,70,12.5,995.7,-0.1,0,ESE,1.2,Changping
907,2013,4,7,18,107,152,45,73,1100,55,12.2,996.5,-0.4,0,ESE,0.9,Changping
908,2013,4,7,19,84,136,44,61,900,57,11.2,998.4,0.6,0,NNW,1.3,Changping
909,2013,4,7,20,95,139,43,61,1100,50,10,999.9,2.3,0,E,2.6,Changping
910,2013,4,7,21,110,182,35,54,1000,54,8.7,999.9,2.5,0,ENE,1.7,Changping
911,2013,4,7,22,60,182,14,24,700,68,8.8,998.9,1.9,0,E,1.6,Changping
912,2013,4,7,23,60,28,14,24,800,62,8.5,998.9,1.2,0,E,2.3,Changping
913,2013,4,8,0,60,28,12,25,700,63,7.3,998.9,0.9,0,NNW,1.7,Changping
914,2013,4,8,1,51,30,10,18,600,61,7.2,999.6,-4.9,0,NW,3.5,Changping
915,2013,4,8,2,28,31,9,16,700,32,9,1000.8,-13.4,0,NW,5.8,Changping
916,2013,4,8,3,41,48,10,42,400,53,8,1001.4,-18,0,NW,5.7,Changping
917,2013,4,8,4,47,97,8,36,300,76,7.1,1001.5,-18.7,0,NW,6.9,Changping
918,2013,4,8,5,39,215,4,15,300,83,6.4,1002.4,-18.4,0,NW,3.6,Changping
919,2013,4,8,6,20,144,5,12,300,86,6.3,1003.1,-15.7,0,NW,5.2,Changping
920,2013,4,8,7,20,140,5,9,300,86,7,1003.8,-13.9,0,NNW,4.9,Changping
921,2013,4,8,8,15,141,4,15,300,81,7.5,1003.8,-12.3,0,NW,7.1,Changping
922,2013,4,8,9,15,141,4,15,400,79,8.6,1004,-12,0,NW,6.5,Changping
923,2013,4,8,10,15,138,8,15,300,81,9.5,1003.9,-11.2,0,NW,5.2,Changping
924,2013,4,8,11,14,171,8,15,400,82,10.8,1003.3,-12.6,0,N,9.3,Changping
925,2013,4,8,12,14,150,7,13,300,86,11.1,1003.1,-13.1,0,NW,6.4,Changping
926,2013,4,8,13,14,150,7,12,300,90,11.3,1003.4,-12.2,0,NNW,7,Changping
927,2013,4,8,14,6,146,5,10,300,88,10,1003.5,-12,0,NNW,6.1,Changping
928,2013,4,8,15,11,168,4,11,300,90,10.7,1003.8,-12.7,0,NW,6,Changping
929,2013,4,8,16,10,141,3,11,300,89,10.4,1004.2,-13.7,0,NW,6.4,Changping
930,2013,4,8,17,10,141,3,11,300,87,9.3,1005.1,-13.2,0,NW,5.2,Changping
931,2013,4,8,18,14,141,3,13,300,88,8.7,1005.9,-14.4,0,NW,4.6,Changping
932,2013,4,8,19,14,148,3,12,300,87,8.3,1006.6,-13.4,0,NNW,5.4,Changping
933,2013,4,8,20,19,122,3,13,300,88,8,1007.1,-13.6,0,NW,4.9,Changping
934,2013,4,8,21,17,90,3,11,300,87,7.5,1007.1,-12.3,0,NW,8.2,Changping
935,2013,4,8,22,15,102,3,11,300,91,7.2,1006.9,-11.6,0,NW,7.9,Changping
936,2013,4,8,23,16,127,3,7,300,93,6.8,1007,-10.9,0,NW,7.6,Changping
937,2013,4,9,0,14,74,3,5,300,92,6.1,1007.1,-9.8,0,NW,4.7,Changping
938,2013,4,9,1,9,78,3,6,300,86,6.1,1007,-10.2,0,NNW,5.5,Changping
939,2013,4,9,2,7,42,3,10,300,85,5.5,1008,-10.3,0,NW,2.4,Changping
940,2013,4,9,3,7,28,3,11,300,90,5.2,1008.6,-10.2,0,NW,2.4,Changping
941,2013,4,9,4,10,31,3,9,300,86,5.3,1009.2,-10.5,0,NW,4.4,Changping
942,2013,4,9,5,9,26,3,11,300,85,5.5,1009.9,-10.7,0,NW,4.9,Changping
943,2013,4,9,6,10,23,4,12,300,93,5.7,1010.7,-10.6,0,NNW,4.8,Changping
944,2013,4,9,7,10,24,5,9,300,89,6.8,1011.6,-10,0,NW,4.9,Changping
945,2013,4,9,8,11,25,4,13,300,86,7.7,1012,-10.6,0,NW,5.1,Changping
946,2013,4,9,9,15,31,4,17,300,92,8.6,1012.1,-9.4,0,NW,5.4,Changping
947,2013,4,9,10,8,30,4,13,300,90,9.1,1012,-9.4,0,WNW,3.9,Changping
948,2013,4,9,11,6,35,5,14,300,91,10.5,1011.9,-9.8,0,NNE,4.1,Changping
949,2013,4,9,12,6,35,5,14,300,97,10.2,1011.6,-9.5,0,NW,4,Changping
950,2013,4,9,13,8,34,4,10,300,99,10.8,1011.5,-9,0,WNW,3.9,Changping
951,2013,4,9,14,19,33,3,14,300,95,11.5,1011.7,-8.4,0,N,5.6,Changping
952,2013,4,9,15,16,24,3,9,300,98,10.4,1011.6,-7.8,0,NNW,3.4,Changping
953,2013,4,9,16,16,25,3,10,300,96,9.6,1011.9,-8.1,0,WNW,6.2,Changping
954,2013,4,9,17,12,37,3,19,400,86,9.3,1012.2,-10.3,0,NNW,3.8,Changping
955,2013,4,9,18,19,26,3,23,400,85,8,1012.7,-11.9,0,N,3,Changping
956,2013,4,9,19,19,26,3,23,300,97,7,1013.6,-12.2,0,NNE,2.1,Changping
957,2013,4,9,20,13,18,3,13,400,91,6.8,1014.2,-11.9,0,N,2.2,Changping
958,2013,4,9,21,13,22,3,15,400,87,6,1014.3,-11.6,0,N,3.7,Changping
959,2013,4,9,22,12,20,3,16,400,90,6,1014.5,-11.2,0,NNW,3.8,Changping
960,2013,4,9,23,11,19,3,13,300,94,4.7,1014.3,-10.6,0,NNW,1.3,Changping
961,2013,4,10,0,5,17,3,8,300,83,3.9,1013.8,-9.8,0,NW,1.3,Changping
962,2013,4,10,1,6,10,3,15,400,30.4164,3.8,1013.5,-9.6,0,WNW,1.5,Changping
963,2013,4,10,2,14,22,7,59,500,14.1372,4.6,1013.2,-9.2,0,WNW,3.7,Changping
964,2013,4,10,3,15,29,9,74,500,26.5608,4.4,1012.9,-8.7,0,NW,2.1,Changping
965,2013,4,10,4,17,27,16,62,700,36.414,4.2,1012.9,-8.6,0,NW,3,Changping
966,2013,4,10,5,13,26,19,50,700,42.4116,4,1013.1,-8.4,0,WNW,2.6,Changping
967,2013,4,10,6,14,25,12,41,600,48.195,5,1013,-8.2,0,WNW,5,Changping
968,2013,4,10,7,12,24,14,36,700,40.0554,6.3,1013,-8.4,0,WNW,3.6,Changping
969,2013,4,10,8,15,34,15,30,600,58.6908,8.3,1012.7,-9.6,0,NW,4.1,Changping
970,2013,4,10,9,18,28,11,22,500,72.3996,9.3,1012.3,-9.3,0,NW,4.2,Changping
971,2013,4,10,10,18,27,11,22,400,86.3226,9.4,1011.4,-10.7,0,NE,3.6,Changping
972,2013,4,10,11,12,25,8,14,400,87.3936,9.8,1010.5,-11,0,NNE,4.7,Changping
973,2013,4,10,12,10,20,4,8,300,96.39,12.1,1009.8,-9.6,0,NW,4.7,Changping
974,2013,4,10,13,17,32,4,10,300,92.5344,11.1,1009.1,-8.7,0,N,1.7,Changping
975,2013,4,10,14,17,31,3,10,300,90.3924,11.8,1008,-10.5,0,NNE,3.4,Changping
976,2013,4,10,15,14,31,3,11,300,94.0338,11.7,1007.6,-12.6,0,N,3.1,Changping
977,2013,4,10,16,13,16,3,9,300,92.9628,11.3,1007.5,-11.5,0,NE,2.7,Changping
978,2013,4,10,17,8,23,3,10,300,90.1782,10.9,1007.7,-11.9,0,NNE,2.7,Changping
979,2013,4,10,18,14,23,4,13,400,85.4658,9.5,1008.1,-11.8,0,NE,1.3,Changping
980,2013,4,10,19,15,23,7,17,400,78.8256,7.9,1008.9,-12,0,ENE,0.7,Changping
981,2013,4,10,20,12,26,5,22,500,73.2564,6.4,1009.6,-10.8,0,NE,0.2,Changping
982,2013,4,10,21,22,39,12,33,600,56.3346,4.7,1009.9,-10.2,0,ENE,0,Changping
983,2013,4,10,22,24,37,9,44,600,36.8424,3.8,1010.1,-10.3,0,NNE,0.7,Changping
984,2013,4,10,23,24,38,10,45,900,19.278,4,1010.1,-10.9,0,NNE,1.7,Changping
985,2013,4,11,0,36,51,12,60,700,27.4176,3.7,1010.6,-11.1,0,NE,0.8,Changping
986,2013,4,11,1,29,37,9,53,400,46.2672,3,1010.4,-10,0,NE,1,Changping
987,2013,4,11,2,14,31,5,31,400,32.5584,2.8,1010.6,-8.9,0,N,1.2,Changping
988,2013,4,11,3,15,30,5.4264,41,NA,NA,3,1010.7,-9,0,N,1.7,Changping
989,2013,4,11,4,14,26,5,41,500,25.2756,3.1,1010.7,-9.9,0,N,1.2,Changping
990,2013,4,11,5,15,29,9,53.9939,600,15.6366,3.3,1010.9,-10.7,0,NNE,1.6,Changping
991,2013,4,11,6,19,30,14,54,700,15.4224,6.2,1011.6,-11,0,NNE,0.7,Changping
992,2013,4,11,7,17,27,16,61,700,24.2046,8.6,1011.8,-10.9,0,NNE,0.8,Changping
993,2013,4,11,8,17,36,19,59,600,46.9098,10.3,1011.7,-11.7,0,N,1.5,Changping
994,2013,4,11,9,15,32,16,39,500,73.899,11.1,1011.4,-11.7,0,NW,4.2,Changping
995,2013,4,11,10,17,23,10,19,300,82.467,13.3,1010.9,-12.8,0,NNW,5.7,Changping
996,2013,4,11,11,14,32,5,12,300,90.6066,13.9,1010,-13.2,0,NNE,3.6,Changping
997,2013,4,11,12,13,32,3,7,NA,99.8172,15.4,1008.9,-12.9,0,NE,3.5,Changping
998,2013,4,11,13,12,24,3,6,200,101.3166,15.9,1008.2,-13.5,0,N,3.2,Changping
999,2013,4,11,14,11,36,3,5,200,101.3166,17,1007.2,-12.7,0,N,2.4,Changping
No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
1,2013,3,1,0,4,4,4,7,300,77,-0.7,1023,-18.8,0,NNW,4.4,Aotizhongxin
2,2013,3,1,1,8,8,4,7,300,77,-1.1,1023.2,-18.2,0,N,4.7,Aotizhongxin
3,2013,3,1,2,7,7,5,10,300,73,-1.1,1023.5,-18.2,0,NNW,5.6,Aotizhongxin
4,2013,3,1,3,6,6,11,11,300,72,-1.4,1024.5,-19.4,0,NW,3.1,Aotizhongxin
5,2013,3,1,4,3,3,12,12,300,72,-2,1025.2,-19.5,0,N,2,Aotizhongxin
6,2013,3,1,5,5,5,18,18,400,66,-2.2,1025.6,-19.6,0,N,3.7,Aotizhongxin
7,2013,3,1,6,3,3,18,32,500,50,-2.6,1026.5,-19.1,0,NNE,2.5,Aotizhongxin
8,2013,3,1,7,3,6,19,41,500,43,-1.6,1027.4,-19.1,0,NNW,3.8,Aotizhongxin
9,2013,3,1,8,3,6,16,43,500,45,0.1,1028.3,-19.2,0,NNW,4.1,Aotizhongxin
10,2013,3,1,9,3,8,12,28,400,59,1.2,1028.5,-19.3,0,N,2.6,Aotizhongxin
11,2013,3,1,10,3,6,9,12,400,72,1.9,1028.2,-19.4,0,NNW,3.6,Aotizhongxin
12,2013,3,1,11,3,6,9,14,400,71,2.9,1028.2,-20.5,0,N,3.7,Aotizhongxin
13,2013,3,1,12,3,6,7,13,300,74,3.9,1027.3,-19.7,0,NNW,5.1,Aotizhongxin
14,2013,3,1,13,3,6,7,12,400,76,5.3,1026.2,-19.3,0,NW,4.3,Aotizhongxin
15,2013,3,1,14,6,9,7,11,400,77,6,1025.9,-19.6,0,NW,4.4,Aotizhongxin
16,2013,3,1,15,8,15,7,14,400,76,6.2,1025.7,-18.6,0,NNE,2.8,Aotizhongxin
17,2013,3,1,16,9,19,9,13,400,76,5.9,1025.6,-18.1,0,NNW,3.9,Aotizhongxin
18,2013,3,1,17,10,23,11,15,400,74,4.3,1026.3,-18.7,0,NNE,2.8,Aotizhongxin
19,2013,3,1,18,11,20,8,20,500,70,3.1,1027.4,-18.4,0,NNE,2.1,Aotizhongxin
20,2013,3,1,19,8,14,12,30,500,60,2.3,1028.3,-18.4,0,N,2.8,Aotizhongxin
21,2013,3,1,20,11,17,13,33,600,55,1.7,1029.1,-17.3,0,N,2.1,Aotizhongxin
22,2013,3,1,21,12,18,16,35,500,50,0.6,1030.1,-16.7,0,ENE,0.8,Aotizhongxin
23,2013,3,1,22,15,19,21,57,700,32,0.9,1030.5,-17.4,0,ENE,1.8,Aotizhongxin
24,2013,3,1,23,24,24,26,54,600,36,-0.2,1030.5,-17.4,0,ENE,1.4,Aotizhongxin
25,2013,3,2,0,22,24,24,44,500,44,-0.4,1031,-17.6,0,ENE,1.4,Aotizhongxin
26,2013,3,2,1,14,17,21,36,400,50,-1,1031.3,-17.3,0,NNE,1.1,Aotizhongxin
27,2013,3,2,2,13,13,20,37,400,47,-1.5,1030.9,-16.9,0,E,1.7,Aotizhongxin
28,2013,3,2,3,3,9,13,34,400,52,-1.4,1030.6,-17.6,0,NNE,1.4,Aotizhongxin
29,2013,3,2,4,3,7,18,43,400,43,-1.5,1030.8,-17.7,0,NNW,0.9,Aotizhongxin
30,2013,3,2,5,9,11,19,70,500,20,-1.8,1030.1,-17.5,0,NNE,2,Aotizhongxin
31,2013,3,2,6,4,10,28,46,500,39,-2.5,1029.6,-17.7,0,NW,0.7,Aotizhongxin
32,2013,3,2,7,3,11,34,58,500,27,-1.7,1029.8,-17,0,NE,1.2,Aotizhongxin
33,2013,3,2,8,3,7,21,49,500,43,-0.4,1029.6,-17.6,0,NE,1.8,Aotizhongxin
34,2013,3,2,9,10,14,47,62,700,29,0.6,1029.7,-16.7,0,NE,1.7,Aotizhongxin
35,2013,3,2,10,11,19,36,60,600,34,1.7,1028.9,-16.3,0,W,1.6,Aotizhongxin
36,2013,3,2,11,18,29,36,70,800,27,2.2,1028.2,-16.8,0,SSW,3.1,Aotizhongxin
37,2013,3,2,12,26,30,25,76,900,22,2.7,1027.3,-16.4,0,WSW,2.7,Aotizhongxin
38,2013,3,2,13,25,33,20,57,700,39,3.3,1025.7,-16.4,0,W,1.5,Aotizhongxin
39,2013,3,2,14,26,35,22,54,700,43,3.8,1024.8,-16,0,SE,1.3,Aotizhongxin
40,2013,3,2,15,37,40,24,55,700,44,3.9,1024.1,-16.5,0,WNW,1.2,Aotizhongxin
41,2013,3,2,16,37,46,29,63,1000,38,3.5,1023.6,-15.2,0,WSW,2.5,Aotizhongxin
42,2013,3,2,17,44,58,45,77,1200,30,2.2,1023.4,-13.6,0,SSE,0.4,Aotizhongxin
43,2013,3,2,18,54,79,50,80,1100,24,1.2,1023.2,-12.3,0,W,0.9,Aotizhongxin
44,2013,3,2,19,61,86,50,97,1300,10,1.5,1022.9,-13.8,0,NE,1.2,Aotizhongxin
45,2013,3,2,20,67,96,54,108,1399,2,1.2,1022.9,-14.1,0,NNE,1.2,Aotizhongxin
46,2013,3,2,21,74,103,72,107,1399,2,0.6,1022.6,-14.2,0,NE,1.3,Aotizhongxin
47,2013,3,2,22,81,113,84,110,1500,3,-0.6,1022.3,-13.9,0,NNE,1.4,Aotizhongxin
48,2013,3,2,23,93,120,87,107,1700,2,-0.8,1021.1,-13.4,0,N,1.3,Aotizhongxin
49,2013,3,3,0,112,130,73,100,1899,2,-1.4,1020.4,-13,0,NNE,1.2,Aotizhongxin
50,2013,3,3,1,109,132,80,101,2200,2,-2,1019.4,-13.2,0,NE,1.2,Aotizhongxin
51,2013,3,3,2,110,132,98,99,2399,2,-2.8,1018.3,-12.3,0,NE,1.4,Aotizhongxin
52,2013,3,3,3,105,129,88,100,2500,2,-2.6,1017.2,-13.2,0,NE,1.2,Aotizhongxin
53,2013,3,3,4,106,136,79,92,2799,2,-4.3,1016.9,-11.8,0,NNE,0.9,Aotizhongxin
54,2013,3,3,5,101,135,64,87,2399,2,-5.6,1016.3,-10.9,0,N,0.8,Aotizhongxin
55,2013,3,3,6,91,142,67,87,2100,2,-5.8,1016.2,-11,0,NNE,0.8,Aotizhongxin
56,2013,3,3,7,79,116,83,91,2000,2,-3.1,1016.5,-11.1,0,NE,1.5,Aotizhongxin
57,2013,3,3,8,77,110,123,90,2299,2,0.7,1016.2,-13,0,NNE,2.3,Aotizhongxin
58,2013,3,3,9,83,119,135,90,2600,3,3.5,1015.8,-13.8,0,NNE,0.4,Aotizhongxin
59,2013,3,3,10,94,122,116,90,1800,9,6.5,1014.9,-13.2,0,N,1.3,Aotizhongxin
60,2013,3,3,11,96,117,89,93,1600,14,11.4,1013.8,-10.8,0,ESE,0.9,Aotizhongxin
61,2013,3,3,12,91,108,77,99,1600,14,13.8,1012.5,-13.3,0,W,1.1,Aotizhongxin
62,2013,3,3,13,98,134,50,81,1200,33,16,1011.5,-13.5,0,W,5.9,Aotizhongxin
63,2013,3,3,14,72,106,31,57,900,51,16.7,1010.8,-14,0,WNW,4.3,Aotizhongxin
64,2013,3,3,15,48,114,14,17,500,77,16.9,1010.5,-12.7,0,WNW,2,Aotizhongxin
65,2013,3,3,16,28,100,12,17,400,77,16.4,1010.6,-15.4,0,NW,2.9,Aotizhongxin
66,2013,3,3,17,26,103,9,19,400,73,13.1,1011.1,-10.1,0,WSW,1.7,Aotizhongxin
67,2013,3,3,18,24,82,8,27,500,66,8.7,1012.3,-11.3,0,NW,1.6,Aotizhongxin
68,2013,3,3,19,19,71,26,98,1300,11,12.2,1013.4,-13.7,0,NNW,2,Aotizhongxin
69,2013,3,3,20,60,175,64,135,2000,4,11.7,1013.5,-12.6,0,N,0.9,Aotizhongxin
70,2013,3,3,21,117,181,28,100,1100,5,5.3,1013.6,-10.9,0,N,0,Aotizhongxin
71,2013,3,3,22,54,105,28,90,1200,2,3.1,1014.1,-10.2,0,NNE,1.8,Aotizhongxin
72,2013,3,3,23,46,94,29,84,1200,2,5.2,1014.8,-10.6,0,NNW,1.7,Aotizhongxin
73,2013,3,4,0,42,83,51,86,1300,4,7.7,1015.7,-11.1,0,N,2.6,Aotizhongxin
74,2013,3,4,1,49,80,39,64,1000,25,8.2,1016.7,-11.7,0,N,2.8,Aotizhongxin
75,2013,3,4,2,34,62,NA,14,300,68,8.1,1016.7,-11.8,0,N,4.3,Aotizhongxin
76,2013,3,4,3,12,34,6,12,NA,77,7.2,1016.9,-11.6,0,N,2.8,Aotizhongxin
77,2013,3,4,4,7,18,14,NA,400,42,6,1018,-11.6,0,NNW,1,Aotizhongxin
78,2013,3,4,5,10,24,18,45,400,40,2.7,1018.6,-10.9,0,SSE,0.5,Aotizhongxin
79,2013,3,4,6,13,32,24,65,500,22,3.8,1018.9,-11.4,0,N,2.3,Aotizhongxin
80,2013,3,4,7,14,36,30,70,600,17,6.5,1019.7,-10.7,0,N,2.3,Aotizhongxin
81,2013,3,4,8,13,35,38,70,700,21,9,1020.7,-12.2,0,NE,3.1,Aotizhongxin
82,2013,3,4,9,15,32,26,36,500,52,10.6,1020.8,-12.1,0,NNE,1.3,Aotizhongxin
83,2013,3,4,10,16,24,22,36,600,57,11.9,1020.4,-12.4,0,NE,2.1,Aotizhongxin
84,2013,3,4,11,18,33,18,27,400,68,13.1,1020,-13,0,NE,3,Aotizhongxin
85,2013,3,4,12,13,28,12,14,400,77,14.2,1018.9,-13.9,0,N,2.7,Aotizhongxin
86,2013,3,4,13,3,12,7,12,300,82,15.3,1017.8,-13,0,S,2,Aotizhongxin
87,2013,3,4,14,3,10,8,13,400,84,15.2,1017,-13.1,0,SW,0.7,Aotizhongxin
88,2013,3,4,15,10,13,9,15,400,84,15.3,1016.3,-13,0,SSW,2.4,Aotizhongxin
89,2013,3,4,16,14,20,10,34,500,70,14.5,1015.7,-13.7,0,S,2.6,Aotizhongxin
90,2013,3,4,17,20,33,14,40,500,78,12.7,1015.9,-11.8,0,SW,2.6,Aotizhongxin
91,2013,3,4,18,25,44,13,43,600,75,11.6,1016.5,-11.3,0,SSW,3.4,Aotizhongxin
92,2013,3,4,19,31,63,17,61,700,53,10.9,1016.6,-10.6,0,SW,3.5,Aotizhongxin
93,2013,3,4,20,34,84,18,76,800,40,9.9,1016.9,-10.3,0,SSW,3.1,Aotizhongxin
94,2013,3,4,21,40,85,40,76,800,39,8.4,1016.9,-10,0,SSW,2.1,Aotizhongxin
95,2013,3,4,22,51,91,46,85,1000,31,8.6,1016.3,-9.9,0,SSW,2.4,Aotizhongxin
96,2013,3,4,23,58,94,46,86,1100,84,7.7,1015.7,-9.3,0,SW,2.1,Aotizhongxin
97,2013,3,5,0,71,108,66,78,1100,84,4.7,1015.2,-9.1,0,SW,1.6,Aotizhongxin
98,2013,3,5,1,91,127,75,75,1200,84,1.1,1014.7,-7.9,0,SW,0,Aotizhongxin
99,2013,3,5,2,100,129,58,79,1200,84,-0.6,1014.4,-8.1,0,S,0,Aotizhongxin
